Client Product Type,Client Attribute,Client Attribute Value,Comments,Expression,PT_a,AT_a,VA_a,PT_b,AT_b,VA_b,PT_c,AT_c,VA_c,PT_d,AT_d,VA_d,PT_e,AT_e,VA_e,PT_f,AT_f,VA_f,Rev_AT_a,Rev_VA_a,Rev_AT_b,Rev_VA_b,Rev_AT_c,Rev_VA_c,Rev_AT_d,Rev_VA_d
Shorts,Length,Knee Length,Done,a and b,shorts,PantLength,Knee_Length,,Buyma_GarmentType,Model,,,,,,,,,,,,,PantLength,Knee_Length,,,,,,
Shorts,Length,Thigh Length,Done,a and b,shorts,PantLength,Thigh_Length,,Buyma_GarmentType,Model,,,,,,,,,,,,,PantLength,Thigh_Length,,,,,,
Shorts,Length,Short,Done,a and b,,Buyma_GarmentType,Garment,,PantLength_Garment,Short,,,,,,,,,,,,,PantLength_Garment,Short,,,,,,
Shorts,Length,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Fabric,Denim,Done,a,shorts,DenimLower,denim,,,,,,,,,,,,,,,,DenimLower,denim,,,,,,
Shorts,Fabric,Non-denim,Done,not a,shorts,DenimLower,denim,shorts,,,,,,,,,,,,,,,DenimLower,denim,,,,,,
Shorts,Fabric,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Primary Pattern,Print,Done,a,shorts,L1Pattern_bw,Print,,,,,,,,,,,,,,,,PatternLowerL1,Print,,,,,,
Shorts,Primary Pattern,Plain,Done,a,shorts,L1Pattern_bw,Plain,,,,,,,,,,,,,,,,PatternLowerL1,Plain,,,,,,
Shorts,Primary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Secondary Pattern,Solid,Done,a and b and c,,L2Plain_bw,Solid_colorblock,,L1Pattern_bw,Plain,,L3SolidCB_bw,Solid,,,,,,,,,,PlainLowerL2,Solid,,,,,,
Shorts,Secondary Pattern,Colorblock,Done,a and b and c,,L2Plain_bw,Solid_colorblock,,L1Pattern_bw,Plain,,L3SolidCB_bw,Colorblock,,,,,,,,,,PlainLowerL2,Colorblock,,,,,,
Shorts,Secondary Pattern,Ombre,,a and b and c,,L2Plain_bw,Ombre_tiedye,,L1Pattern_bw,Plain,,L3OmbreTieDye_bw,Ombre,,,,,,,,,,,,,,,,,
Shorts,Secondary Pattern,Texture,Done,a and b and c,,L2Plain_bw,Texture,,L1Pattern_bw,Plain,,L3Texture_bw,Texture,,,,,,,,,,PlainLowerL2,Texture,,,,,,
Shorts,Secondary Pattern,Lace,Done,a and b and c,,L2Plain_bw,Texture,,L1Pattern_bw,Plain,,L3Texture_bw,Lace,,,,,,,,,,,,,,,,,
Shorts,Secondary Pattern,Sequin,Done,a and b and c,,L2Plain_bw,Texture,,L1Pattern_bw,Plain,,L3Texture_bw,Sequin,,,,,,,,,,,,,,,,,
Shorts,Secondary Pattern,Stripe,Done,a and b and c,,L2Print_bw,Lines,,L3_patternBW_lines,Stripe,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Stripe,,,,
Shorts,Secondary Pattern,Argyle,Done,a and b and c,,L2Print_bw,Lines,,L3_patternBW_lines,Argyle,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Argyle,,,,
Shorts,Secondary Pattern,Chevron,Done,a and b and c,,L2Print_bw,Lines,,L3_patternBW_lines,Chevron,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Chevron,,,,
Shorts,Secondary Pattern,Check,Done,a and b and c,,L2Print_bw,Lines,,L3_patternBW_lines,Check,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Check,,,,
Shorts,Secondary Pattern,Aztec,Done,a and b and c,,L2Print_bw,Ethnic_Prints,,L3EthnicPrint_bw,Aztec,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Aztec,,,,
Shorts,Secondary Pattern,Houndstooth,Done,a and b and c,,L2Print_bw,Lines,,L3_patternBW_lines,Houndstooth,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Houndstooth,,,,
Shorts,Secondary Pattern,Polka Dots,Done,a and b and c,,L2Print_bw,Lines,,L3_patternBW_lines,Polka_Dot,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Geometric ,GeometricPrintLowerL3,Polka Dots,,,,
Shorts,Secondary Pattern,Tropical,Done,a and b and c,,L2Print_bw,Floral_Tropical,,L3TropicalFloral_bw,Tropical,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Non-Geometric,NonGeometricPrintLowerL3,Tropical,,,,
Shorts,Secondary Pattern,Camouflage,Done,a and b and c,,L2Print_bw,Retro_Prints,,L3RetroPrint_bw,Camouflage,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Non-Geometric,NonGeometricPrintLowerL3,Camouflage,,,,
Shorts,Secondary Pattern,Floral,Done,a and b and c,,L2Print_bw,Floral_Tropical,,NonGeometricPrintLowerL3,Floral,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Non-Geometric,NonGeometricPrintLowerL3,Floral,,,,
Shorts,Secondary Pattern,Tie and Dye,Done,a and b and c,,L2Plain_bw,Ombre_tiedye,,L1Pattern_bw,Plain,,L3OmbreTieDye_bw,Tie_and_Dye,,,,,,,,,,PrintLowerL2,Non-Geometric,NonGeometricPrintLowerL3,Tie and Dye,,,,
Shorts,Secondary Pattern,Animal Print,Done,a and b and c,,L2Print_bw,Retro_Prints,,L3RetroPrint_bw,Animal_Print,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Non-Geometric,NonGeometricPrintLowerL3,Animal Print,,,,
Shorts,Secondary Pattern,Paisley,Done,a and b and c,,L2Print_bw,Ethnic_Prints,,L3EthnicPrint_bw,Paisley,,L1Pattern_bw,Print,,,,,,,,,,PrintLowerL2,Non-Geometric,NonGeometricPrintLowerL3,Paisley,,,,
Shorts,Secondary Pattern,Graphic,Done,a and b and c,,L2Print_bw,Block_Typography,,L3Graphics_bw,"graphic,typography",,L1Pattern_bw,Print,,,,,,,,,,PatternLowerL1,Plain,LocalGraphicPrintLowerL3,Local Graphic,,,,
Shorts,Secondary Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Pattern Style,Gingham Checks,Done,a and b and c and d,shorts,CheckStyle,gingham,shorts,L2Print_bw,Lines,,L3_patternBW_lines,Check,,L1Pattern_bw,Print,,,,,,,CheckStyle,gingham,,,,,,
Shorts,Pattern Style,Tattersall/Windowpane Checks,Done,a and b and c and d,shorts,CheckStyle,windowpane,shorts,L2Print_bw,Lines,,L3_patternBW_lines,Check,,L1Pattern_bw,Print,,,,,,,CheckStyle,windowpane,,,,,,
Shorts,Pattern Style,Plaid Checks,Done,a and b and c and d,shorts,CheckStyle,plaid,shorts,L2Print_bw,Lines,,L3_patternBW_lines,Check,,L1Pattern_bw,Print,,,,,,,CheckStyle,plaid,,,,,,
Shorts,Pattern Style,Plain Checks,Done,a and b and c and d,shorts,CheckStyle,regular,shorts,L2Print_bw,Lines,,L3_patternBW_lines,Check,,L1Pattern_bw,Print,,,,,,,CheckStyle,regular,,,,,,
Shorts,Pattern Style,Candy Stripes,Done,a and b and c and d,shorts,isCandy,candy,shorts,L2Print_bw,Lines,shorts,L3_patternBW_lines,Stripe,shorts,L1Pattern_bw,Print,,,,,,,isCandy,candy,,,,,,
Shorts,Pattern Style,Pin/Pencil Stripes,Done,a and b and c and d,shorts,StripeStyle,thin,shorts,L2Print_bw,Lines,shorts,L3_patternBW_lines,Stripe,shorts,L1Pattern_bw,Print,,,,,,,StripeStyle,thin,,,,,,
Shorts,Pattern Style,Bengal/Awning Stripes,Done,a and b and c and d,shorts,StripeStyle,bengal,shorts,L2Print_bw,Lines,shorts,L3_patternBW_lines,Stripe,shorts,L1Pattern_bw,Print,,,,,,,StripeStyle,bengal,,,,,,
Shorts,Pattern Style,Barcode Stripes,Done,a and b and c and d,shorts,StripeStyle,barcode,shorts,L2Print_bw,Lines,shorts,L3_patternBW_lines,Stripe,shorts,L1Pattern_bw,Print,,,,,,,StripeStyle,barcode,,,,,,
Shorts,Pattern Style,Broad Stripes,Done,a and b and c and d,shorts,StripeStyle,broad,shorts,L2Print_bw,Lines,shorts,L3_patternBW_lines,Stripe,shorts,L1Pattern_bw,Print,,,,,,,StripeStyle,broad,,,,,,
Shorts,Pattern Style,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Style & Occasion,Classic,Done,a and (not b),shorts,StyleOccasionWomenBottomWear,classic,shorts,StyleOccasionWomenBottomWear,bohemian,,,,,,,,,,,,,StyleOccasionWomenBottomWear,classic,,,,,,
Shorts,Style & Occasion,Bohemian,Done,a,shorts,StyleOccasionWomenBottomWear,bohemian,,,,,,,,,,,,,,,,StyleOccasionWomenBottomWear,bohemian,,,,,,
Shorts,Style & Occasion,Casual,Done,a and (not b),shorts,StyleOccasionWomenBottomWear,casual,shorts,StyleOccasionWomenBottomWear,party,,,,,,,,,,,,,StyleOccasionWomenBottomWear,casual,,,,,,
Shorts,Style & Occasion,Chic,Done,a and (not b),shorts,StyleOccasionWomenBottomWear,chic,shorts,StyleOccasionWomenBottomWear,bohemian,,,,,,,,,,,,,StyleOccasionWomenBottomWear,chic,,,,,,
Shorts,Style & Occasion,Retro,Done,a,shorts,StyleOccasionWomenBottomWear,retro,,,,,,,,,,,,,,,,StyleOccasionWomenBottomWear,retro,,,,,,
Shorts,Style & Occasion,All Day Wear,Done,a and (not b),shorts,StyleOccasionWomenBottomWear,alldaywear,shorts,StyleOccasionWomenBottomWear,"brunch,holiday,party",,,,,,,,,,,,,StyleOccasionWomenBottomWear,alldaywear,,,,,,
Shorts,Style & Occasion,Holiday,Done,a,shorts,StyleOccasionWomenBottomWear,holiday,,,,,,,,,,,,,,,,StyleOccasionWomenBottomWear,holiday,,,,,,
Shorts,Style & Occasion,Brunch,Done,a,shorts,StyleOccasionWomenBottomWear,brunch,shorts,StyleOccasionWomenBottomWear,"alldaywear,party",,,,,,,,,,,,,StyleOccasionWomenBottomWear,brunch,,,,,,
Shorts,Style & Occasion,Party,Done,a,shorts,StyleOccasionWomenBottomWear,party,,,,,,,,,,,,,,,,StyleOccasionWomenBottomWear,party,,,,,,
Shorts,Style & Occasion,Office Wear,Done,a and (not b),shorts,StyleOccasionWomenBottomWear,officewear,shorts,StyleOccasionWomenBottomWear,"casual,party,brunch,holiday,alldaywear,bohemian",,,,,,,,,,,,,StyleOccasionWomenBottomWear,officewear,,,,,,
Shorts,Style & Occasion,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Design Details,Crisscross / Lace Up,Done,a,,DesignDetailsUW,crisscross_lace-up,,,,,,,,,,,,,,,,DesignDetailsUW,crisscross_lace-up,,,,,,
Shorts,Design Details,Cutout,Done,a,,DesignDetailsUW,cutout,,,,,,,,,,,,,,,,DesignDetailsUW,cutout,,,,,,
Shorts,Design Details,Frills / Ruffle,Done,a,,DesignDetailsUW,frills_ruffle,,,,,,,,,,,,,,,,DesignDetailsUW,frills_ruffle,,,,,,
Shorts,Design Details,Fringes,Done,a,,DesignDetailsUW,fringes,,,,,,,,,,,,,,,,DesignDetailsUW,fringes,,,,,,
Shorts,Design Details,Fur Details,Done,a,,DesignDetailsUW,fur,,,,,,,,,,,,,,,,DesignDetailsUW,fur,,,,,,
Shorts,Design Details,Knot,Done,a,,DesignDetailsUW,knot,,,,,,,,,,,,,,,,DesignDetailsUW,knot,,,,,,
Shorts,Design Details,Lace Details,Done,a,,DesignDetailsUW,lace,,,,,,,,,,,,,,,,DesignDetailsUW,lace,,,,,,
Shorts,Design Details,Pompoms / Tassels,Done,a,,DesignDetailsUW,pompoms_tassels,,,,,,,,,,,,,,,,DesignDetailsUW,pompoms_tassels,,,,,,
Shorts,Design Details,Ruched,Done,a,,DesignDetailsUW,ruched,,,,,,,,,,,,,,,,DesignDetailsUW,ruched,,,,,,
Shorts,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Closure,Button,Done,a,,ClosureType,button,,,,,,,,,,,,,,,,ClosureType,button,,,,,,
Shorts,Closure,Drawstring,Done,a,,ClosureType,drawstring,,,,,,,,,,,,,,,,ClosureType,drawstring,,,,,,
Shorts,Closure,Fly Front,Done,a,,ClosureType,fly_front,,,,,,,,,,,,,,,,ClosureType,fly_front,,,,,,
Shorts,Closure,Zipper,Done,a,,ClosureType,zipper,,,,,,,,,,,,,,,,ClosureType,zipper,,,,,,
Shorts,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shorts,Gender,Women,Done,a,shorts,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Shorts,Gender,Men,Done,a,shorts,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Bags,Type,Backpacks,Done,a,bag,BagType_L1,Backpack,,,,,,,,,,,,,,,,BagType_L1,Backpack,,,,,,
Bags,Type,Baguette,Done,a and b,bag,BagType_L2Short,Baguette,,BagType_L1,Short,,,,,,,,,,,,,BagType_L2Short,Baguette,BagType_L1,Short,,,,
Bags,Type,Shoulder Bag,Done,a and b,bag,BagType_L2Short,Shoulder_Bag,,BagType_L1,Short,,,,,,,,,,,,,BagType_L2Short,Shoulder_Bag,BagType_L1,Short,,,,
Bags,Type,Totes,Doubt,(a and b) or (c and d),bag,BagType_L2Short,Tote,,BagType_L1,Short,,BagType_L1,Short_Long,,BagType_L2Short_Long,Tote,,,,,,,,,,,,,,
Bags,Type,Hobo,Doubt,(a and b) or (c and d),bag,BagType_L2Short,Hobo,,BagType_L1,Short,,BagType_L1,Short_Long,,BagType_L2Short_Long,Hobo,,,,,,,,,,,,,,
Bags,Type,Laptop Bag,Done,a,bag,BagType_L1,Laptop_Bag,,,,,,,,,,,,,,,,BagType_L1,Laptop_Bag,,,,,,
Bags,Type,Messenger Bag,Done,a,bag,BagType_L1,Messenger_Bag,,,,,,,,,,,,,,,,BagType_L1,Messenger_Bag,,,,,,
Bags,Type,Briefcase,Done,a,bag,BagType_L1,Briefcase,,,,,,,,,,,,,,,,BagType_L1,Briefcase,,,,,,
Bags,Type,Bucketbag,Done,a,bag,BagType_L1,Bucket_Bag,,,,,,,,,,,,,,,,BagType_L1,Bucket_Bag,,,,,,
Bags,Type,Clutches,Doubt,(a and b) or (c and d),bag,BagType_L2Long,Clutch,,BagType_L1,Long,,BagType_L1,No_Handle,,BagType_L2NoHandle,Clutch,,,,,,,,,,,,,,
Bags,Type,Crossbody,Done,a and b,bag,BagType_L2Long,Crossbody,,BagType_L1,Long,,,,,,,,,,,,,BagType_L2Long,Crossbody,BagType_L1,Long,,,,
Bags,Type,Duffle,Done,a,bag,BagType_L1,Duffle,,,,,,,,,,,,,,,,BagType_L1,Duffle,,,,,,
Bags,Type,Fanny Pack,Done,a,bag,BagType_L1,Fanny_Pack,,,,,,,,,,,,,,,,BagType_L1,Fanny_Pack,,,,,,
Bags,Type,Satchel,Done,a and b,bag,BagType_L1,Short_Long,,BagType_L2Short_Long,Satchel,,,,,,,,,,,,,BagType_L1,Short_Long,BagType_L2Short_Long,Satchel,,,,
Bags,Type,Wallet,Done,a and b,bag,BagType_L2NoHandle,Wallet,,BagType_L1,No_Handle,,,,,,,,,,,,,BagType_L2NoHandle,Wallet,BagType_L1,No_Handle,,,,
Bags,Type,Pouch,Done,a and b,bag,BagType_L2NoHandle,Pouch,,BagType_L1,No_Handle,,,,,,,,,,,,,BagType_L2NoHandle,Pouch,BagType_L1,No_Handle,,,,
Bags,Type,Card Holder,Done,a and b,bag,BagType_L2NoHandle,Card_Holder,,BagType_L1,No_Handle,,,,,,,,,,,,,BagType_L2NoHandle,Card_Holder,BagType_L1,No_Handle,,,,
Bags,Type,Flap Envelope,Done,a and b,bag,BagType_L2NoHandle,Flap_Envelope,,BagType_L1,No_Handle,,,,,,,,,,,,,BagType_L2NoHandle,Flap_Envelope,BagType_L1,No_Handle,,,,
Bags,Type,Laptop Sleeve,Done,a and b,bag,BagType_L2NoHandle,Laptop_Sleeve,,BagType_L1,No_Handle,,,,,,,,,,,,,BagType_L2NoHandle,Laptop_Sleeve,BagType_L1,No_Handle,,,,
Bags,Type,Makeup Bag,Done,a,bag,BagType_L1,Makeup_Bag,,,,,,,,,,,,,,,,BagType_L1,Makeup_Bag,,,,,,
Bags,Type,Trolley,Done,a,bag,BagType_L1,Trolley,,,,,,,,,,,,,,,,BagType_L1,Trolley,,,,,,
Bags,Type,Handheld,Done,a and b,,BagType_L2Short,Handheld,,BagType_L1,Short,,,,,,,,,,,,,BagType_L2Short,Handheld,BagType_L1,Short,,,,
Bags,Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bags,Design Details,Bow,Done,a,bag,Bagdd_Loc,Bow,,,,,,,,,,,,,,,,Bagdd_Loc,Bow,,,,,,
Bags,Design Details,Fringes / Tassels,Done,a,bag,Bagdd_Loc,Fringes_Tassels,,,,,,,,,,,,,,,,Bagdd_Loc,Fringes_Tassels,,,,,,
Bags,Design Details,Hoop Handle,Done,a,bag,Bagdd_Loc,Hoop_Handle,,,,,,,,,,,,,,,,Bagdd_Loc,Hoop_Handle,,,,,,
Bags,Design Details,Metal Chain,Done,a,bag,Bagdd_Loc,Metal_Chain,,,,,,,,,,,,,,,,Bagdd_Loc,Metal_Chain,,,,,,
Bags,Design Details,Ruched,Done,a,bag,Bagdd_Class,Ruched,,,,,,,,,,,,,,,,Bagdd_Class,Ruched,,,,,,
Bags,Design Details,Quilted,Done,a,bag,Bagdd_Class,Quilted,,,,,,,,,,,,,,,,Bagdd_Class,Quilted,,,,,,
Bags,Design Details,Studs,Done,a,bag,Bagdd_Class,Studs,,,,,,,,,,,,,,,,Bagdd_Class,Studs,,,,,,
Bags,Design Details,Tag,Done,a,bag,Bagdd_Loc,Tag,,,,,,,,,,,,,,,,Bagdd_Loc,Tag,,,,,,
Bags,Design Details,Woven,Done,a,bag,Bagdd_Class,Woven,,,,,,,,,,,,,,,,Bagdd_Class,Woven,,,,,,
Bags,Design Details,Embossed,Done,a,bag,Bagdd_Class,Embossed,,,,,,,,,,,,,,,,Bagdd_Class,Embossed,,,,,,
Bags,Design Details,Embellishment,Done,a,bag,Bagdd_Class,Embellishment,,,,,,,,,,,,,,,,Bagdd_Class,Embellishment,,,,,,
Bags,Design Details,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bags,Closure,Buckle,Done,a,bag,Bagdd_Loc,Buckle,,,,,,,,,,,,,,,,Bagdd_Loc,Buckle,,,,,,
Bags,Closure,Clasp,Done,a,bag,Bagdd_Loc,Clasp,,,,,,,,,,,,,,,,Bagdd_Loc,Clasp,,,,,,
Bags,Closure,Push Lock,Done,a,bag,Bagdd_Loc,Push_Lock,,,,,,,,,,,,,,,,Bagdd_Loc,Push_Lock,,,,,,
Bags,Closure,Turn Lock,Done,a,bag,Bagdd_Loc,Turn_Lock,,,,,,,,,,,,,,,,Bagdd_Loc,Turn_Lock,,,,,,
Bags,Closure,Flap Open,Done,a,bag,Bagdd_Class,Flap_Open,,,,,,,,,,,,,,,,Bagdd_Class,Flap_Open,,,,,,
Bags,Closure,Drawstring,Done,a,bag,Bagdd_Class,Drawstring,,,,,,,,,,,,,,,,Bagdd_Class,Drawstring,,,,,,
Bags,Closure,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bags,Strap Styling,Hand Carried,Done,(a and b) or c,,BagType_L2Short,Handheld,,BagType_L1,Short,,BagType_L1,"No_Handle,Briefcase,Laptop_Bag,Duffle",,,,,,,,,,,,,,,,,
Bags,Strap Styling,Worn on Shoulder,Done,a and (not b),,BagType_L1,"Short,Bucket_Bag",,BagType_L2Short,Handheld,,,,,,,,,,,,,BagType_L1,"Short,Bucket_Bag",,,,,,
Bags,Strap Styling,Worn Crossbody,Done,a,,BagType_L1,"Long,Messenger_Bag",,,,,,,,,,,,,,,,BagType_L1,"Long,Messenger_Bag",,,,,,
Bags,Strap Styling,Worn on Hips/Waist,Done,a,,BagType_L1,Fanny_Pack,,,,,,,,,,,,,,,,BagType_L1,Fanny_Pack,,,,,,
Bags,Strap Styling,Carried on the Back,Done,a,,BagType_L1,Backpack,,,,,,,,,,,,,,,,BagType_L1,Backpack,,,,,,
Bags,Strap Styling,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bags,Gender,Women,Done,a,bag,Gender,women,,,,,,,,,,,,,,,,Gender,women,,,,,,
Bags,Gender,Men,Done,a,bag,Gender,men,,,,,,,,,,,,,,,,Gender,men,,,,,,
Bags,Pattern,Plain,Done,a,bag,BagPatternL1,Plain,,,,,,,,,,,,,,,,BagPatternL1,printed,,,,,,
Bags,Pattern,Printed,Done,a,bag,BagPatternL1,Print,,,,,,,,,,,,,,,,BagPatternL1,printed,,,,,,
Bags,Pattern,Graphic,,a and b,bag,Bagpattern_L2_print,Graphic,,BagPatternL1,Print,,,,,,,,,,,,,,,,,,,,
Bags,Pattern,Stripes,,a and b,bag,Bagpattern_L2_print,Stripe,,BagPatternL1,Print,,,,,,,,,,,,,,,,,,,,
Bags,Pattern,Checked,,a and b,bag,Bagpattern_L2_print,Checked,,BagPatternL1,Print,,,,,,,,,,,,,,,,,,,,
Bags,Pattern,Animal Print,,a and b,bag,Bagpattern_L2_print,Animal,,BagPatternL1,Print,,,,,,,,,,,,,,,,,,,,
Bags,Pattern,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Type,Boots,Done,a,footwear,FootwearType,Boots,,,,,,,,,,,,,,,,FootwearType,Boots,,,,,,
Footwear,Type,Sandals,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Sandals,,,,,,,,,,,,,SandalsType,Sandals,FootwearType,Sandals,,,,
Footwear,Type,Men Sandals,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Men_Sandals,,,,,,,,,,,,,SandalsType,Men_Sandals,FootwearType,Sandals,,,,
Footwear,Type,Flats,Done,a and b and (not c),footwear,FootwearType,Sandals,,SandalsType,Flats,,IsPoolSlides,Pool_Slides,,,,,,,,,,SandalsType,Flats,FootwearType,Sandals,,,,
Footwear,Type,Floaters,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Floaters,,,,,,,,,,,,,SandalsType,Floaters,FootwearType,Sandals,,,,
Footwear,Type,Sneakers,Done,a and b,footwear,FootwearType,Shoes,,ShoesType,Sneakers,,,,,,,,,,,,,ShoesType,Sneakers,FootwearType,Shoes,,,,
Footwear,Type,Pumps,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Pumps,,,,,,,,,,,,,SandalsType,Pumps,FootwearType,Sandals,,,,
Footwear,Type,Loafers,Done,a and b,footwear,FootwearType,Shoes,,ShoesType,Loafers,,,,,,,,,,,,,ShoesType,Loafers,FootwearType,Shoes,,,,
Footwear,Type,Formal Shoes,Done,a and b,footwear,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,,,,ShoesType,Formal_Shoes,FootwearType,Shoes,,,,
Footwear,Type,Mules,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Mules,,,,,,,,,,,,,SandalsType,Mules,FootwearType,Sandals,,,,
Footwear,Type,Clogs,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Clogs,,,,,,,,,,,,,SandalsType,Clogs,FootwearType,Sandals,,,,
Footwear,Type,Athletic,Done,a and b,footwear,FootwearType,Shoes,,ShoesType,Athletic_Shoes,,,,,,,,,,,,,ShoesType,Athletic_Shoes,FootwearType,Shoes,,,,
Footwear,Type,Ballet Flats,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Ballet_Flats,,,,,,,,,,,,,SandalsType,Ballet_Flats,FootwearType,Sandals,,,,
Footwear,Type,Casual Shoes,Done,a and b,footwear,FootwearType,Shoes,,ShoesType,Casual_Shoes,,,,,,,,,,,,,ShoesType,Casual_Shoes,FootwearType,Shoes,,,,
Footwear,Type,Flip Flops,Done,a and b,footwear,FootwearType,Sandals,,SandalsType,Flip_Flops,,,,,,,,,,,,,SandalsType,Flip_Flops,FootwearType,Sandals,,,,
Footwear,Type,Slipons,Done,a and b,footwear,FootwearType,Shoes,,ShoesType,Slip_Ons,,,,,,,,,,,,,ShoesType,Slip_Ons,FootwearType,Shoes,,,,
Footwear,Type,Night Slippers,,a and b and c,footwear,FootwearType,Sandals,,SandalsType,Flats,,IsPoolSlides,Pool_Slides,,,,,,,,,,,,,,,,,
Footwear,Type,Pool Sliders,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Boots Type,Booties,Done,a and b,,FootwearType,Boots,,BootsType,Booties,,,,,,,,,,,,,BootsType,Booties,,,,,,
Footwear,Boots Type,Chelsea,Done,a and b,,FootwearType,Boots,,BootsType,Chelsea,,,,,,,,,,,,,BootsType,Chelsea,,,,,,
Footwear,Boots Type,Combat Boots,Done,a and b,,FootwearType,Boots,,BootsType,Combat_Boots,,,,,,,,,,,,,BootsType,Combat_Boots,,,,,,
Footwear,Boots Type,Sock Boots,Done,a and b,,FootwearType,Boots,,BootsType,Sock_Boots      ,,,,,,,,,,,,,BootsType,Sock_Boots      ,,,,,,
Footwear,Boots Type,Chukka,Done,a and b,,FootwearType,Boots,,BootsType,Chukka,,,,,,,,,,,,,,,,,,,,
Footwear,Boots Type,Western Boots,Done,a and b,,FootwearType,Boots,,BootsType,Western,,,,,,,,,,,,,,,,,,,,
Footwear,Boots Type,Rain Boots,Done,a and b,,FootwearType,Boots,,BootsType,Rain_Boots,,,,,,,,,,,,,,,,,,,,
Footwear,Boots Type,Uggs,Done,a and b,,FootwearType,Boots,,BootsType,Uggs,,,,,,,,,,,,,BootsType,Uggs,,,,,,
Footwear,Boots Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Formal Shoes Type,Derby / Bluchers,Done,a and b and c,,FormalShoeType,Derby_Bluchers,,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,FormalShoeType,Derby_Bluchers,,,,,,
Footwear,Formal Shoes Type,Monk,Done,a and b and c,,FormalShoeType,Monk,,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,FormalShoeType,Monk,,,,,,
Footwear,Formal Shoes Type,Oxford,Done,a and b and c,,FormalShoeType,Oxford,,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,FormalShoeType,Oxford,,,,,,
Footwear,Formal Shoes Type,Wholecut,Done,a and b and c,,FormalShoeType,Wholecut,,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,FormalShoeType,Wholecut,,,,,,
Footwear,Formal Shoes Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Loafers Type,Traditional Loafers,,a and b and c,,Slipon_Type,Loafers,footwear,FootwearType,Shoes,,ShoesType,Loafers,,,,,,,,,,,,,,,,,
Footwear,Loafers Type,Moccasins,,a and b and c,,Slipon_Type,Moccasins,footwear,FootwearType,Shoes,,ShoesType,Loafers,,,,,,,,,,,,,,,,,
Footwear,Loafers Type,Boat Shoes,,,,IsBoatShoes,Is_boatshoes,footwear,FootwearType,Shoes,,ShoesType,Loafers,,,,,,,,,,,,,,,,,
Footwear,Loafers Type,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footwear,Footwear Toe details,Cap Toe,Done,a and b and c,,ShoeDesignDetails,Cap_Toe,,FootwearType,Shoes,,ShoesType,Formal_Shoes,,,,,,,,,,ShoeDesignDetails,Cap_Toe,,,,,,
